Data_captura,Hora_captura,Codigo_jogo,Codigo_jogador,Tipo_AEEJ,Codigo_AEEJ,Codigo_expressao
13/03/2018,23:50:23,5,1,1,2,2
29/04/2017,8:31:53,2,1,2,8,2
28/09/2017,8:16:10,5,1,3,4,1
10/08/2017,14:19:17,3,1,1,1,3
01/09/2017,20:19:36,2,1,1,6,2
09/07/2017,0:45:59,4,1,2,5,5
15/02/2018,11:45:46,6,1,3,8,3
16/03/2018,5:20:54,6,1,2,5,6
24/10/2017,16:42:52,7,1,2,5,6
14/08/2017,21:19:33,5,1,1,4,1
04/09/2017,22:42:10,6,1,3,2,6
05/10/2017,10:27:09,4,1,3,6,2
29/11/2017,16:59:43,6,1,2,7,6
09/11/2017,9:47:37,6,1,1,3,1
17/09/2017,9:06:29,5,1,1,8,3
12/09/2017,20:26:39,8,1,2,5,6
30/09/2017,16:26:51,2,1,1,6,3
16/12/2017,22:15:37,3,1,3,4,1
11/06/2017,13:33:01,8,1,3,2,5
17/07/2017,8:48:44,1,1,3,3,4
06/02/2018,16:51:09,8,1,3,6,2
06/12/2017,0:14:24,2,1,1,8,1
22/12/2017,13:29:54,6,1,1,7,2
19/10/2017,7:57:32,1,1,3,8,2
22/06/2017,0:46:27,3,1,3,2,6
01/09/2017,10:40:16,4,1,1,8,5
29/11/2017,12:06:20,2,1,3,3,2
30/06/2017,14:00:21,7,1,2,7,3
15/11/2017,1:54:31,8,1,3,1,4
27/10/2017,19:05:11,2,1,3,2,5
19/09/2017,9:05:36,5,1,1,3,1
21/05/2017,17:17:59,5,1,1,5,4
06/06/2017,15:55:41,6,1,1,1,2
03/12/2017,8:59:43,4,1,2,2,3
06/05/2017,16:07:11,6,1,3,2,1
28/01/2018,16:40:19,8,1,3,8,5
09/02/2018,14:06:17,5,1,2,6,2
02/06/2017,13:41:31,5,1,1,3,1
27/09/2017,6:17:37,3,1,2,3,4
11/07/2017,6:38:43,4,1,3,2,4
13/08/2017,9:32:35,8,1,2,6,6
31/12/2017,18:31:47,4,1,1,6,5
17/06/2017,15:23:07,1,1,2,2,4
06/09/2017,10:21:20,2,1,1,4,6
24/11/2017,4:00:41,7,1,1,7,4
01/11/2017,12:53:49,2,1,2,1,1
03/03/2018,23:30:42,1,1,2,6,5
09/03/2018,5:35:43,1,1,2,2,6
16/01/2018,20:24:33,4,1,1,7,4
25/01/2018,6:05:55,6,1,1,5,6
09/10/2017,0:21:44,5,1,1,3,5
06/08/2017,15:58:33,1,1,1,4,4
31/08/2017,23:43:42,2,1,2,3,6
10/10/2017,15:49:18,1,1,3,2,5
19/01/2018,1:44:18,2,1,3,8,5
14/05/2017,18:43:28,4,1,2,7,3
21/02/2018,3:00:30,7,1,3,3,6
10/12/2017,1:36:36,6,1,2,4,2
10/09/2017,9:50:47,7,1,1,7,3
09/08/2017,23:40:58,3,1,3,8,4
07/08/2017,9:55:27,6,1,2,4,2
10/04/2017,8:35:28,1,1,2,3,3
25/09/2017,8:07:00,7,1,3,3,3
11/07/2017,5:08:20,3,1,2,7,4
08/05/2017,14:24:43,8,1,3,5,3
20/12/2017,10:08:19,2,1,3,8,4
17/07/2017,16:37:11,2,1,2,1,5
23/12/2017,21:59:33,3,1,1,5,4
07/09/2017,20:12:58,1,1,1,1,6
13/03/2018,5:05:11,3,1,2,2,2
06/11/2017,7:30:50,3,1,1,5,6
11/11/2017,2:50:55,4,1,1,3,2
16/04/2017,1:56:54,1,1,1,7,6
25/07/2017,0:40:06,7,1,1,7,5
02/06/2017,10:11:32,6,1,2,8,4
30/10/2017,19:09:30,7,1,3,6,2
21/11/2017,5:35:45,1,1,2,2,5
22/01/2018,2:57:57,4,1,3,5,2
24/08/2017,7:16:54,4,1,3,3,3
26/02/2018,22:06:43,7,1,1,8,6
16/09/2017,18:28:04,3,1,3,7,6
26/07/2017,13:52:37,6,1,2,5,2
20/01/2018,6:09:53,1,1,1,2,1
18/02/2018,2:17:39,2,1,3,8,6
06/03/2018,8:46:14,7,1,3,6,3
11/05/2017,13:20:45,8,1,2,6,2
24/09/2017,0:19:48,5,1,1,7,6
26/03/2018,17:31:20,2,1,3,3,2
07/01/2018,16:41:45,7,1,1,7,1
18/10/2017,10:11:04,5,1,1,1,6
07/03/2018,11:37:25,6,1,2,4,3
28/11/2017,23:04:45,8,1,3,6,6
15/02/2018,23:38:30,4,1,1,2,5
03/02/2018,19:56:48,4,1,3,3,2
12/06/2017,21:23:45,7,1,3,6,6
25/09/2017,2:27:14,6,1,2,8,2
21/01/2018,0:39:35,7,1,2,1,5
06/11/2017,18:49:48,2,1,2,6,1
19/03/2018,0:38:08,8,1,2,7,3
02/12/2017,14:58:47,1,1,1,2,1
12/02/2018,8:48:16,8,1,1,4,3
26/08/2017,6:37:50,4,1,3,2,2
25/02/2018,1:19:29,4,1,1,7,5
02/07/2017,13:32:22,4,1,1,4,5
14/12/2017,17:25:04,3,1,3,2,2
18/06/2017,12:24:06,8,1,1,8,2
16/05/2017,12:36:41,1,1,3,7,5
31/05/2017,11:45:17,5,1,2,8,4
14/01/2018,10:47:10,4,1,1,1,1
16/02/2018,12:12:25,1,1,1,5,4
27/12/2017,22:00:03,6,1,1,6,1
03/09/2017,10:39:43,7,1,2,7,1
24/03/2018,1:17:14,6,1,3,3,6
26/01/2018,11:59:06,2,1,1,6,3
13/11/2017,20:45:12,3,1,1,5,1
05/12/2017,16:52:39,1,1,1,2,1
24/06/2017,14:35:08,6,1,1,2,1
12/09/2017,0:10:55,3,1,2,5,5
28/06/2017,18:26:12,1,1,2,8,1
01/10/2017,22:46:08,2,1,1,4,5
15/06/2017,17:04:14,2,1,3,7,5
10/05/2017,11:11:08,5,1,1,2,4
29/06/2017,16:15:47,4,1,3,8,5
01/08/2017,4:20:23,7,1,1,5,3
30/11/2017,4:45:20,2,1,2,2,2
10/08/2017,10:50:30,7,1,1,4,2
19/09/2017,20:11:40,4,1,3,7,1
16/07/2017,11:00:19,6,1,1,5,5
02/08/2017,18:26:25,4,1,3,7,1
18/02/2018,9:29:50,2,1,1,7,1
07/12/2017,3:05:48,3,1,2,7,6
10/07/2017,16:44:54,7,1,2,6,3
07/07/2017,14:46:15,6,1,1,4,2
20/10/2017,22:27:01,1,1,2,1,1
08/11/2017,13:06:03,4,1,3,6,3
17/10/2017,6:14:10,5,1,1,8,5
29/04/2017,11:01:15,2,1,1,6,4
01/09/2017,6:17:20,6,1,2,7,3
18/10/2017,14:26:45,7,1,1,5,4
10/04/2017,7:36:33,5,1,3,8,4
13/03/2018,19:38:23,7,1,1,7,3
14/01/2018,3:17:24,2,1,1,8,1
30/04/2017,10:15:35,1,1,1,4,2
03/10/2017,12:58:03,8,1,1,2,4
07/07/2017,4:49:25,8,1,3,8,6
26/07/2017,18:16:43,7,1,1,1,4
24/03/2018,17:28:11,1,1,1,8,4
14/11/2017,6:08:26,1,1,2,6,4
02/02/2018,20:03:52,8,1,2,2,4
20/09/2017,6:11:44,8,1,1,6,6
09/10/2017,20:00:39,1,1,1,2,1
13/07/2017,20:16:17,1,1,1,8,2
22/05/2017,14:59:28,4,1,1,1,2
08/10/2017,23:37:29,3,1,3,2,5
25/05/2017,7:05:41,7,1,1,5,6
05/08/2017,8:27:31,3,1,1,2,3
05/08/2017,20:19:41,4,1,1,3,6
17/05/2017,18:22:10,5,1,1,2,4
15/09/2017,16:32:00,3,1,1,2,2
18/04/2017,0:37:13,4,1,3,1,2
04/11/2017,4:33:01,7,1,1,4,2
16/01/2018,8:36:23,4,1,1,4,4
29/08/2017,3:08:06,4,1,3,4,2
29/10/2017,15:26:11,1,1,2,4,6
12/09/2017,17:34:21,3,1,3,2,5
06/11/2017,20:07:58,4,1,2,4,6
05/09/2017,7:19:42,1,1,2,2,3
22/02/2018,6:23:47,2,1,3,3,2
04/12/2017,2:23:20,7,1,1,3,1
03/03/2018,16:33:53,1,1,3,7,6
12/01/2018,2:43:56,1,1,2,2,6
04/10/2017,21:26:13,5,1,2,5,5
07/12/2017,11:17:08,7,1,2,5,1
13/12/2017,11:29:30,8,1,3,4,4
15/11/2017,22:46:12,1,1,1,1,5
15/11/2017,9:29:49,7,1,1,8,6
18/01/2018,5:39:53,6,1,3,7,2
21/03/2018,12:29:03,5,1,2,4,5
03/08/2017,9:07:07,6,1,2,8,1
07/06/2017,9:31:32,1,1,2,6,1
03/12/2017,17:01:36,4,1,2,3,1
28/02/2018,0:24:25,2,1,1,6,3
18/12/2017,16:47:51,6,1,2,3,4
16/05/2017,18:35:02,3,1,2,8,5
25/01/2018,8:46:48,2,1,1,3,5
31/05/2017,14:23:25,6,1,1,7,5
28/03/2018,10:53:15,5,1,1,5,2
21/07/2017,10:34:21,3,1,2,2,3
20/04/2017,18:57:33,7,1,1,1,6
15/12/2017,3:58:56,4,1,3,3,3
08/09/2017,22:08:40,4,1,1,1,4
07/08/2017,21:52:40,2,1,3,4,1
15/09/2017,10:19:06,2,1,1,2,6
10/05/2017,14:51:27,1,1,2,3,6
08/10/2017,0:05:26,5,1,1,8,2
09/10/2017,15:52:03,5,1,1,5,2
02/11/2017,4:02:17,5,1,2,2,6
23/01/2018,12:06:22,2,1,1,4,4
25/10/2017,2:23:19,5,1,3,5,2
14/01/2018,3:44:28,7,1,2,2,3
20/05/2017,9:34:58,2,1,1,8,2
19/12/2017,1:15:40,3,1,1,3,3
12/09/2017,10:55:54,2,1,1,1,6
14/04/2017,15:15:21,8,1,3,3,3
08/01/2018,13:57:22,7,1,1,7,6
06/06/2017,14:35:08,4,1,3,7,3
26/05/2017,18:58:16,8,1,2,1,6
30/06/2017,22:47:29,3,1,3,8,2
20/01/2018,17:28:25,6,1,1,1,6
07/05/2017,19:15:04,7,1,2,8,6
24/07/2017,1:16:22,3,1,2,1,4
23/01/2018,1:25:23,2,1,1,3,5
07/09/2017,19:28:07,3,1,3,8,1
24/01/2018,11:18:17,4,1,1,3,6
23/05/2017,4:28:04,8,1,2,3,4
19/06/2017,12:16:15,1,1,2,8,4
17/09/2017,2:37:53,4,1,2,6,5
23/08/2017,18:59:43,7,1,1,6,6
05/11/2017,14:25:23,5,1,1,5,3
23/08/2017,7:15:55,3,1,2,1,3
22/06/2017,11:02:23,7,1,1,7,4
25/10/2017,9:46:57,6,1,2,8,5
26/06/2017,22:08:24,6,1,1,4,1
02/04/2018,0:33:47,1,1,2,7,5
21/04/2017,13:11:27,5,1,1,6,5
19/10/2017,15:14:13,8,1,2,7,4
15/12/2017,9:47:33,2,1,1,5,2
30/08/2017,17:13:31,6,1,2,3,5
26/12/2017,11:06:06,2,1,1,7,4
13/07/2017,3:20:02,2,1,1,4,1
06/10/2017,16:12:48,6,1,3,8,3
25/06/2017,2:35:49,3,1,3,3,4
15/05/2017,1:06:04,7,1,3,3,4
01/06/2017,20:46:33,1,1,2,5,4
15/10/2017,0:10:30,1,1,3,8,3
30/01/2018,2:34:53,4,1,2,5,1
01/04/2018,22:28:32,5,1,3,8,6
13/11/2017,14:11:10,6,1,3,2,4
05/03/2018,7:30:34,4,1,3,1,5
20/10/2017,14:12:54,2,1,2,1,2
18/09/2017,23:41:49,4,1,2,3,3
19/09/2017,8:58:34,6,1,2,7,1
22/02/2018,2:00:07,1,1,3,7,6
24/09/2017,11:29:42,5,1,1,7,6
26/06/2017,14:52:56,7,1,1,3,2
09/11/2017,23:07:02,8,1,2,1,4
13/10/2017,19:54:33,2,1,3,7,1
30/12/2017,8:36:46,6,1,1,5,2
24/12/2017,9:41:38,5,1,2,1,6
15/11/2017,5:58:03,4,1,2,8,1
22/10/2017,20:46:32,2,1,3,4,6
13/08/2017,16:32:23,1,1,3,7,4
28/11/2017,11:50:18,3,1,2,6,2
24/04/2017,21:33:13,7,1,2,7,5
27/04/2017,3:25:51,3,1,2,7,3
03/10/2017,3:08:07,4,1,3,2,1
15/07/2017,1:22:35,5,1,2,1,5
17/10/2017,4:38:02,3,1,2,5,6
08/06/2017,11:31:00,1,1,1,7,4
24/11/2017,8:44:21,5,1,3,5,2
22/04/2017,19:18:15,3,1,2,1,6
09/12/2017,9:56:41,8,1,3,8,1
26/11/2017,4:27:29,4,1,2,1,3
01/12/2017,4:55:38,4,1,2,8,3
17/08/2017,9:59:50,7,1,3,8,1
16/03/2018,10:14:58,4,1,3,7,5
24/11/2017,18:15:55,3,1,1,1,1
03/03/2018,14:04:58,4,1,1,1,4
28/01/2018,6:22:24,2,1,3,2,3
20/07/2017,18:22:13,3,1,1,2,6
05/11/2017,20:59:51,3,1,1,6,6
11/12/2017,10:56:39,5,1,1,1,1
26/06/2017,13:53:35,2,1,2,5,5
08/11/2017,2:26:08,8,1,2,5,6
16/10/2017,0:29:28,6,1,1,6,5
25/12/2017,17:24:25,7,1,3,1,6
16/09/2017,16:11:18,6,1,1,8,6
07/06/2017,17:53:18,7,1,2,1,2
15/05/2017,9:05:50,8,1,1,4,5
03/10/2017,12:33:52,6,1,1,7,2
10/08/2017,1:56:39,7,1,3,2,3
06/06/2017,2:50:25,4,1,1,8,5
28/10/2017,19:42:59,6,1,3,3,6
19/10/2017,4:16:59,3,1,3,3,2
21/01/2018,15:04:00,3,1,2,3,2
07/07/2017,8:07:17,8,1,1,1,6
11/08/2017,20:18:14,6,1,3,1,1
02/06/2017,5:00:01,3,1,3,3,4
15/05/2017,21:16:23,7,1,3,4,1
14/10/2017,8:50:33,3,1,3,5,5
09/07/2017,1:50:09,1,1,3,7,2
09/12/2017,19:10:51,6,1,3,4,1
31/03/2018,17:38:17,8,1,2,3,4
12/02/2018,23:46:03,4,1,2,1,5
28/10/2017,2:10:44,5,1,2,1,6
08/07/2017,20:30:53,8,1,1,2,6
17/04/2017,0:14:02,4,1,1,8,2
31/08/2017,20:16:38,8,1,3,8,3
22/03/2018,20:36:38,5,1,2,3,2
14/11/2017,11:08:02,7,1,3,6,3
14/02/2018,3:57:34,6,1,2,2,1
05/03/2018,17:50:47,2,1,2,6,4
18/05/2017,15:00:45,3,1,3,4,2
29/06/2017,12:10:24,5,1,3,7,4
26/04/2017,16:07:22,3,1,3,6,4
28/12/2017,7:50:12,5,1,1,8,6
15/03/2018,4:29:54,1,1,3,6,1
26/07/2017,16:23:21,1,1,3,4,4
28/03/2018,3:39:02,4,1,3,2,4
12/09/2017,17:38:31,4,1,3,2,1
27/06/2017,20:37:00,7,1,3,5,5
06/11/2017,23:22:54,5,1,2,5,4
11/06/2017,7:18:09,4,1,2,8,5
25/10/2017,13:39:59,2,1,2,2,5
26/03/2018,2:20:07,7,1,1,7,2
23/02/2018,9:48:43,4,1,1,7,2
03/03/2018,12:36:50,7,1,1,1,6
22/11/2017,8:51:06,4,1,1,4,2
13/05/2017,23:25:53,2,1,1,5,1
17/03/2018,23:12:55,3,1,2,4,4
17/07/2017,3:15:38,6,1,1,6,5
17/12/2017,21:23:28,4,1,2,5,2
13/11/2017,14:29:30,1,1,3,6,1
26/03/2018,3:59:17,2,1,2,2,1
07/03/2018,21:56:21,5,1,1,5,2
02/06/2017,16:37:32,7,1,2,6,5
21/10/2017,18:09:55,4,1,2,4,6
21/07/2017,1:45:37,6,1,2,1,6
23/10/2017,19:22:25,3,1,2,6,6
21/01/2018,14:11:14,6,1,3,2,3
14/10/2017,3:37:59,4,1,3,2,6
10/10/2017,21:04:03,8,1,1,8,4
06/07/2017,2:34:58,2,1,1,8,6
05/07/2017,1:07:41,3,1,2,7,5
24/01/2018,14:47:38,7,1,3,7,1
07/01/2018,12:58:11,5,1,1,8,6
29/11/2017,22:12:03,4,1,1,2,4
16/10/2017,19:58:17,6,1,3,1,3
19/07/2017,15:19:35,3,1,1,3,6
14/05/2017,7:13:56,1,1,3,5,2
26/07/2017,21:48:53,6,1,2,1,6
25/09/2017,4:17:52,6,1,2,7,3
10/10/2017,13:23:56,6,1,1,8,5
10/05/2017,20:24:09,4,1,2,1,5
01/11/2017,21:52:15,1,1,1,8,5
06/05/2017,19:49:31,7,1,2,6,2
10/10/2017,5:40:14,4,1,2,7,5
14/05/2017,11:08:34,8,1,1,3,5
19/05/2017,5:21:30,4,1,2,8,5
11/01/2018,3:48:21,2,1,2,7,5
13/03/2018,20:34:50,8,1,1,3,6
22/07/2017,1:28:37,2,1,1,1,3
08/09/2017,14:09:22,7,1,2,3,5
28/05/2017,21:55:41,7,1,3,3,3
05/02/2018,3:30:50,4,1,2,6,5
31/01/2018,12:13:34,3,1,2,3,6
22/09/2017,1:57:43,5,1,3,6,4
09/01/2018,11:23:04,4,1,1,1,1
22/07/2017,3:10:19,4,1,2,7,1
11/02/2018,17:13:44,8,1,1,3,4
02/06/2017,7:16:42,5,1,2,1,3
01/07/2017,9:01:55,7,1,3,2,3
19/01/2018,9:31:07,8,1,3,3,1
02/10/2017,12:26:35,1,1,2,5,1
28/10/2017,12:24:21,8,1,2,3,3
02/07/2017,1:43:21,1,1,1,6,5
27/10/2017,13:08:11,5,1,1,6,1
26/09/2017,13:46:05,1,1,3,7,3
17/08/2017,22:34:08,1,1,1,7,3
24/07/2017,0:28:11,2,1,2,8,6
23/11/2017,1:43:00,2,1,3,4,3
09/05/2017,14:48:08,7,1,1,8,3
03/06/2017,1:52:47,4,1,2,7,1
01/10/2017,4:35:20,6,1,3,8,1
23/08/2017,23:37:40,5,1,1,8,4
15/01/2018,0:19:42,1,1,1,8,4
04/12/2017,4:46:48,7,1,2,4,1
21/03/2018,8:32:55,7,1,1,2,2
11/01/2018,22:02:45,4,1,3,5,5
10/06/2017,20:19:58,8,1,3,4,3
22/03/2018,7:11:05,3,1,3,6,2
09/12/2017,2:28:47,2,1,3,2,6
22/09/2017,1:41:59,6,1,1,7,6
14/01/2018,19:21:04,3,1,3,2,4
05/10/2017,12:44:16,4,1,2,8,6
24/09/2017,19:00:36,3,1,1,7,1
30/09/2017,14:56:19,6,1,3,2,2
26/09/2017,8:30:28,8,1,1,8,5
20/08/2017,9:51:20,7,1,3,4,5
17/05/2017,1:47:20,6,1,1,8,1
09/04/2017,7:22:03,8,1,2,4,6
08/12/2017,21:52:37,6,1,3,2,1
18/02/2018,6:12:45,5,1,1,1,5
14/08/2017,4:00:26,1,1,3,5,4
31/05/2017,2:21:13,3,1,1,7,6
11/11/2017,0:10:40,3,1,2,7,5
14/01/2018,10:08:59,6,1,1,1,5
22/01/2018,6:20:13,1,1,1,8,5
01/03/2018,8:44:38,6,1,3,7,4
20/03/2018,14:45:51,7,1,3,8,1
24/08/2017,10:51:00,7,1,2,5,5
10/12/2017,5:08:33,3,1,2,8,5
31/03/2018,9:14:38,3,1,1,5,5
05/08/2017,15:51:20,6,1,3,7,6
28/06/2017,15:41:29,6,1,2,4,1
03/09/2017,19:33:16,1,1,3,1,5
03/10/2017,10:38:07,2,1,2,8,4
07/09/2017,2:35:32,1,1,2,4,4
27/01/2018,12:00:41,5,1,3,6,5
30/09/2017,23:09:07,4,1,2,7,5
07/11/2017,13:07:02,1,1,2,2,6
21/08/2017,0:01:15,7,1,1,5,2
28/09/2017,17:01:41,4,1,3,5,2
31/07/2017,9:43:27,6,1,2,1,3
03/01/2018,21:35:37,4,1,2,5,1
23/09/2017,18:56:10,4,1,2,3,1
24/04/2017,23:56:40,6,1,3,5,3
16/02/2018,20:21:18,3,1,2,6,4
09/01/2018,20:41:53,3,1,3,3,6
28/09/2017,19:42:57,1,1,1,6,4
07/12/2017,0:36:39,5,1,1,8,2
12/07/2017,6:47:33,2,1,2,8,4
06/04/2017,3:25:39,7,1,2,1,5
22/08/2017,19:35:25,8,1,2,3,1
17/12/2017,0:26:54,7,1,2,3,5
10/11/2017,10:28:56,3,1,2,3,5
25/02/2018,3:25:10,3,1,3,1,1
20/06/2017,22:58:25,4,1,1,7,4
28/12/2017,8:18:37,3,1,2,8,5
11/01/2018,18:10:24,3,1,3,3,3
08/07/2017,10:41:23,3,1,1,8,5
21/02/2018,15:29:11,1,1,1,7,3
01/06/2017,4:28:33,5,1,3,1,1
03/03/2018,4:11:29,3,1,2,6,4
10/05/2017,15:05:44,8,1,2,8,2
24/08/2017,19:48:03,3,1,3,8,3
11/05/2017,2:19:00,1,1,1,8,5
14/01/2018,19:31:34,4,1,1,3,5
29/04/2017,13:06:43,7,1,3,8,1
15/04/2017,13:16:54,1,1,1,7,4
03/06/2017,3:09:39,8,1,2,2,4
16/05/2017,12:54:26,8,1,3,2,4
13/01/2018,23:03:34,6,1,2,8,2
31/08/2017,20:55:14,6,1,2,3,4
14/09/2017,0:55:02,6,1,3,3,3
12/02/2018,13:13:43,5,1,3,8,1
20/08/2017,8:52:11,3,1,1,7,5
28/12/2017,10:58:42,2,1,1,2,4
01/06/2017,6:02:09,6,1,2,6,2
06/01/2018,10:44:52,2,1,1,8,5
22/02/2018,7:02:51,1,1,2,1,1
01/03/2018,7:00:45,6,1,1,2,6
17/05/2017,9:48:49,5,1,1,2,5
29/08/2017,6:31:18,6,1,2,2,4
28/09/2017,17:05:30,1,1,1,2,2
29/06/2017,9:34:53,8,1,1,3,3
10/10/2017,19:57:03,6,1,2,7,2
23/03/2018,20:12:41,2,1,1,7,2
21/11/2017,9:25:04,5,1,2,3,1
06/04/2017,1:19:47,6,1,2,6,1
23/06/2017,16:04:12,8,1,3,3,3
08/11/2017,3:35:07,2,1,3,1,4
09/03/2018,22:27:29,5,1,1,5,3
30/07/2017,20:46:05,2,1,1,3,1
08/11/2017,2:37:26,8,1,1,6,5
10/04/2017,0:06:53,3,1,2,3,6
05/07/2017,13:00:05,2,1,3,5,4
07/12/2017,19:48:34,4,1,1,2,6
20/12/2017,8:27:18,2,1,1,1,4
10/10/2017,11:38:25,3,1,1,8,2
12/09/2017,15:11:47,6,1,2,1,2
22/04/2017,14:32:14,3,1,3,5,6
08/04/2017,18:28:10,7,1,1,6,1
14/07/2017,8:59:33,2,1,1,7,3
02/12/2017,11:55:44,6,1,3,3,3
19/04/2017,17:54:18,8,1,3,2,5
30/09/2017,5:03:18,1,1,1,6,2
12/03/2018,12:18:30,3,1,2,1,2
13/10/2017,17:52:29,3,1,1,8,6
31/07/2017,8:06:02,7,1,1,8,1
09/07/2017,8:46:58,8,1,2,5,3
23/11/2017,22:47:03,8,1,2,2,5
17/03/2018,14:14:04,2,1,2,7,2
29/09/2017,11:03:55,6,1,1,6,3
20/11/2017,10:59:03,3,1,2,8,3
31/12/2017,10:34:48,4,1,3,3,4
22/12/2017,18:13:51,3,1,1,5,2
14/10/2017,10:45:22,4,1,1,8,6
09/03/2018,13:19:27,4,1,3,1,6
13/03/2018,5:41:11,2,1,1,6,6
30/06/2017,5:15:08,8,1,1,7,3
30/09/2017,7:28:42,2,1,2,3,2
12/07/2017,23:33:33,4,1,1,3,4
13/02/2018,5:59:23,6,1,1,4,1
22/04/2017,6:19:44,6,1,3,7,2
12/09/2017,2:04:30,1,1,1,4,5
22/08/2017,1:01:08,5,1,1,7,5
16/01/2018,8:08:08,4,1,2,1,3
17/04/2017,5:22:20,1,1,2,5,6
31/10/2017,13:33:36,4,1,2,5,1
18/06/2017,13:06:37,1,1,1,2,5
19/05/2017,15:05:07,7,1,3,1,3
22/04/2017,7:23:41,6,1,1,2,6
18/10/2017,8:41:28,8,1,1,1,4
18/02/2018,13:13:46,7,1,1,3,4
01/06/2017,23:16:51,2,1,3,5,5
30/11/2017,8:47:28,2,1,1,3,5
21/09/2017,8:45:16,7,1,2,6,5
04/05/2017,14:01:26,1,1,3,3,3
29/08/2017,19:47:53,4,1,3,2,1
15/01/2018,11:08:52,4,1,2,6,1
14/12/2017,19:26:32,1,1,2,4,2
17/06/2017,15:12:17,4,1,2,3,2
19/04/2017,0:40:41,8,1,2,3,4
26/07/2017,0:23:10,4,1,1,1,6
02/10/2017,12:33:19,6,1,2,6,5
13/02/2018,12:32:04,3,1,1,4,5
30/01/2018,16:43:11,4,1,3,6,5
30/03/2018,9:46:12,3,1,1,6,2
06/12/2017,20:09:41,3,1,2,6,1
23/11/2017,15:02:47,1,1,1,3,5
17/11/2017,1:45:38,2,1,3,6,4
21/11/2017,17:18:53,1,1,1,2,5
25/07/2017,22:10:08,4,1,3,2,3
10/03/2018,21:58:27,4,1,3,8,1
04/05/2017,20:27:25,8,1,1,7,4
12/12/2017,3:19:57,7,1,2,7,6
29/05/2017,17:23:32,3,1,3,2,2
17/04/2017,23:47:12,3,1,3,1,2
17/03/2018,5:16:59,8,1,3,2,1
22/11/2017,1:24:00,7,1,1,8,2
01/07/2017,8:21:18,5,1,1,2,6
30/01/2018,14:41:05,1,1,1,5,3
13/11/2017,11:43:49,5,1,3,2,5
16/07/2017,3:34:39,8,1,1,8,4
05/10/2017,9:22:15,6,1,3,3,1
11/09/2017,11:29:36,8,1,2,4,2
30/09/2017,0:37:24,3,1,2,5,3
28/07/2017,14:17:50,6,1,3,2,2
14/04/2017,7:03:45,7,1,1,6,3
08/10/2017,16:22:21,7,1,3,8,4
08/04/2017,0:43:22,4,1,1,8,6
17/02/2018,22:31:52,6,1,2,4,5
18/10/2017,22:58:57,5,1,1,1,6
14/10/2017,0:39:46,4,1,1,6,4
10/05/2017,0:00:43,8,1,2,7,6
21/09/2017,15:50:46,4,1,1,1,6
10/04/2017,1:47:38,8,1,2,6,2
20/06/2017,10:43:42,2,1,3,1,1
02/06/2017,0:21:59,6,1,1,5,1
