Data_captura,Hora_captura,Codigo_jogo,Codigo_jogador,Tipo_AEEJ,Codigo_AEEJ,Codigo_expressao
15/10/2017,0:34:50,4,2,2,6,3
01/05/2017,0:14:06,6,9,2,3,1
22/02/2018,1:15:09,6,24,3,3,3
18/05/2017,0:47:31,7,2,1,3,3
26/08/2017,0:05:54,2,24,2,6,6
13/12/2017,0:20:48,8,16,1,3,1
11/03/2018,0:43:07,6,7,1,2,6
27/02/2018,0:12:45,7,1,1,1,4
18/01/2018,1:07:43,2,7,2,7,2
13/07/2017,1:10:36,2,11,1,3,3
27/09/2017,0:13:44,1,17,2,7,5
20/07/2017,0:19:03,2,7,3,8,3
22/01/2018,0:34:26,6,10,2,4,1
20/09/2017,0:57:53,3,18,2,6,5
22/06/2017,0:33:05,5,19,2,7,6
22/02/2018,1:28:02,8,5,2,7,6
09/07/2017,0:13:21,1,3,1,3,4
30/04/2017,0:02:22,5,19,1,6,6
09/01/2018,0:27:21,4,12,2,3,5
18/05/2017,1:17:20,4,1,1,6,6
21/08/2017,0:26:32,4,17,3,1,3
10/10/2017,1:14:30,6,18,1,7,1
21/11/2017,0:59:24,7,23,3,2,1
02/11/2017,0:29:11,3,17,1,7,4
24/09/2017,0:00:31,3,10,1,8,4
31/05/2017,1:26:01,1,9,1,7,3
31/10/2017,0:00:12,7,6,1,4,3
25/07/2017,0:45:12,2,3,3,1,3
21/08/2017,0:51:33,7,12,1,2,1
15/08/2017,1:18:59,5,5,2,5,6
13/01/2018,1:20:56,1,8,1,6,3
29/09/2017,0:57:26,6,20,3,4,4
16/01/2018,0:36:53,7,12,3,2,3
10/09/2017,0:46:46,1,24,2,4,4
28/12/2017,0:19:40,5,23,3,6,6
02/03/2018,1:04:16,6,20,3,5,5
23/09/2017,1:16:20,7,9,3,3,1
12/11/2017,0:10:36,8,18,1,6,2
11/04/2017,1:07:30,2,7,1,3,4
11/05/2017,1:16:52,3,10,2,4,5
25/12/2017,0:18:12,6,2,3,6,4
23/06/2017,0:04:59,4,21,3,3,4
30/09/2017,0:11:51,7,22,2,1,6
10/06/2017,0:48:11,2,11,2,7,3
02/07/2017,1:04:21,4,4,1,8,5
02/04/2018,0:19:37,6,11,2,1,3
12/09/2017,0:23:35,2,13,3,1,4
12/05/2017,0:31:41,5,11,2,7,6
26/07/2017,0:16:21,2,17,3,6,5
26/02/2018,0:38:05,3,22,1,3,4
10/04/2017,1:07:45,8,10,1,6,2
26/02/2018,1:23:57,1,19,2,8,2
05/06/2017,0:00:09,3,14,2,5,6
08/08/2017,0:54:34,2,16,2,6,4
16/01/2018,0:49:06,1,5,2,3,2
19/04/2017,0:53:39,6,23,2,2,1
21/03/2018,0:17:53,2,13,1,8,4
06/12/2017,0:28:25,5,6,1,8,1
01/02/2018,1:24:01,2,4,2,6,6
22/03/2018,0:33:57,2,8,1,3,1
09/03/2018,0:23:37,2,1,1,8,3
09/10/2017,1:13:48,2,5,2,8,4
10/05/2017,0:44:28,2,19,2,6,1
28/01/2018,0:18:40,4,18,1,4,6
15/06/2017,1:23:25,3,21,2,5,1
09/07/2017,0:34:10,8,24,3,4,5
24/06/2017,0:57:37,3,2,3,3,3
12/10/2017,0:52:42,1,9,1,1,1
12/03/2018,0:07:20,5,5,3,7,4
16/03/2018,1:26:44,4,12,1,4,5
03/03/2018,0:36:00,7,23,2,1,6
26/09/2017,1:04:31,2,11,2,1,1
15/05/2017,0:28:29,2,9,3,7,2
25/08/2017,0:52:07,3,22,1,5,1
06/07/2017,0:00:33,8,19,3,4,4
06/07/2017,0:03:45,2,4,1,5,3
08/02/2018,0:18:00,8,16,1,1,3
10/01/2018,0:52:23,2,21,2,4,6
18/04/2017,0:27:38,2,3,1,4,1
25/03/2018,0:00:13,8,24,2,6,4
13/11/2017,0:54:53,2,21,1,4,2
30/05/2017,1:01:22,3,16,2,5,2
30/10/2017,1:12:46,2,18,1,6,6
21/10/2017,0:09:28,2,18,3,1,3
30/11/2017,0:56:17,7,18,2,5,4
25/01/2018,0:01:51,5,1,1,2,6
22/06/2017,0:59:35,5,3,3,7,3
15/07/2017,1:11:46,6,12,2,1,3
29/05/2017,1:26:39,4,17,3,8,5
17/02/2018,0:36:24,7,14,2,8,2
16/09/2017,0:47:30,1,11,3,8,5
31/03/2018,1:25:53,6,1,3,6,6
20/07/2017,1:29:47,6,13,2,8,6
04/11/2017,1:09:35,4,15,3,5,4
01/02/2018,1:15:38,4,7,3,3,3
15/06/2017,0:18:07,3,6,3,1,2
06/09/2017,1:27:31,6,11,2,7,6
24/09/2017,0:46:12,3,7,3,5,1
30/06/2017,0:02:49,4,18,3,6,1
22/03/2018,0:19:23,8,15,2,6,2
09/01/2018,1:26:46,2,9,2,3,1
13/06/2017,1:01:10,1,12,1,5,3
11/02/2018,0:29:04,6,18,2,1,3
02/09/2017,0:41:30,5,8,1,7,2
30/07/2017,0:35:15,4,5,2,7,3
22/02/2018,0:31:33,8,10,2,1,5
11/05/2017,0:38:36,6,11,1,5,1
07/07/2017,1:28:41,4,14,2,5,2
15/04/2017,1:20:12,1,9,2,6,2
11/06/2017,0:03:26,5,10,1,3,3
26/11/2017,1:05:36,1,19,3,1,3
19/10/2017,0:52:03,8,2,3,8,1
18/08/2017,0:18:03,2,18,3,2,6
23/05/2017,0:15:47,1,4,2,3,3
26/01/2018,1:12:32,3,24,2,2,1
29/04/2017,0:21:56,4,15,2,2,4
03/04/2018,0:14:18,7,11,2,5,2
22/07/2017,1:23:48,3,19,3,7,5
11/01/2018,1:28:42,8,7,1,6,2
13/09/2017,1:16:19,6,18,3,6,4
01/09/2017,0:42:43,7,21,2,6,5
25/05/2017,1:23:28,1,9,2,1,2
25/01/2018,0:13:59,6,18,3,7,3
24/07/2017,0:43:26,3,9,1,8,1
29/03/2018,0:18:08,7,11,2,3,6
19/03/2018,1:03:51,4,10,3,5,2
04/04/2017,1:00:44,8,11,3,4,3
30/11/2017,0:23:39,2,18,2,2,4
26/03/2018,0:34:18,7,13,3,2,4
25/07/2017,0:51:13,7,16,1,5,3
15/07/2017,0:09:59,6,19,2,5,5
07/12/2017,1:29:56,7,11,1,2,2
12/11/2017,0:17:03,4,19,1,8,4
27/02/2018,1:07:11,4,24,2,3,4
23/04/2017,1:01:54,6,3,1,3,2
24/03/2018,1:02:05,1,11,1,4,2
17/03/2018,0:14:30,3,4,1,4,2
29/05/2017,1:18:17,2,14,2,6,2
14/07/2017,1:14:15,8,20,3,6,4
29/09/2017,1:25:47,5,16,3,1,6
03/12/2017,0:09:03,5,4,1,5,2
23/10/2017,0:12:11,4,16,3,7,4
16/12/2017,0:25:17,1,10,2,4,3
12/07/2017,0:30:21,1,2,1,4,3
12/10/2017,0:48:39,3,13,3,3,1
10/08/2017,0:25:36,7,18,1,7,1
27/03/2018,1:16:19,3,6,2,2,3
27/12/2017,0:17:29,6,12,3,5,1
12/07/2017,0:45:57,2,3,1,1,4
12/06/2017,0:19:05,5,17,2,3,5
19/06/2017,0:02:49,6,13,2,6,5
07/03/2018,1:05:27,6,16,3,5,2
06/01/2018,0:24:08,2,12,3,6,5
15/06/2017,0:04:34,7,14,1,4,4
26/09/2017,1:01:58,8,11,2,1,6
21/12/2017,0:26:40,5,13,3,1,3
20/09/2017,1:03:19,1,2,3,5,2
21/03/2018,0:57:32,2,7,1,6,2
21/04/2017,1:20:51,2,5,3,1,3
12/05/2017,0:11:32,8,2,2,5,2
08/04/2017,1:22:38,3,23,3,8,6
27/08/2017,0:19:55,1,20,3,2,3
06/07/2017,0:59:29,3,9,2,2,3
11/12/2017,0:32:13,7,9,2,4,3
15/08/2017,0:35:20,5,10,3,1,4
03/10/2017,0:13:02,3,20,2,6,1
18/07/2017,0:48:00,8,17,3,6,4
14/07/2017,0:05:26,5,15,1,3,5
15/05/2017,1:25:07,5,2,2,6,1
08/02/2018,1:12:57,2,16,3,3,5
06/05/2017,1:21:54,4,1,2,1,6
22/08/2017,1:04:13,2,23,1,8,4
15/03/2018,0:57:26,3,6,3,2,3
11/02/2018,1:12:17,6,16,2,6,3
19/02/2018,0:37:09,6,1,2,7,4
22/09/2017,0:27:54,2,11,3,8,5
19/11/2017,1:07:52,8,1,3,6,4
07/07/2017,1:14:18,1,9,2,3,2
15/05/2017,0:23:04,2,24,1,3,1
26/12/2017,0:09:08,7,23,2,5,6
04/09/2017,1:27:55,4,12,1,5,5
06/08/2017,0:30:07,6,11,1,2,2
29/12/2017,1:00:48,8,1,3,5,4
09/07/2017,1:29:16,7,5,1,1,4
03/04/2018,0:42:50,7,12,1,2,2
06/09/2017,0:45:52,6,9,1,8,6
15/03/2018,0:58:02,4,12,1,1,5
24/03/2018,1:02:16,3,4,3,1,3
16/07/2017,1:03:13,1,4,1,7,3
13/01/2018,0:54:00,5,10,1,1,4
06/03/2018,0:47:25,2,10,3,1,1
30/03/2018,1:09:33,8,22,1,4,5
14/03/2018,1:05:13,8,14,2,4,4
17/05/2017,1:13:42,7,15,2,8,4
02/01/2018,0:57:05,6,22,1,3,3
06/09/2017,0:16:43,3,23,1,4,4
01/06/2017,1:08:13,7,17,3,3,6
18/06/2017,0:11:45,4,10,3,8,1
24/01/2018,0:09:02,1,18,3,3,4
01/03/2018,0:36:23,4,9,2,2,5
19/11/2017,1:15:32,7,12,3,4,3
20/11/2017,0:51:16,7,8,1,5,3
21/06/2017,1:18:10,1,17,2,3,2
02/03/2018,1:27:34,8,20,3,7,3
06/10/2017,0:39:30,6,14,1,6,3
27/07/2017,0:49:42,8,5,1,1,3
29/09/2017,0:53:39,3,18,2,3,1
03/12/2017,1:11:52,2,10,2,1,4
06/05/2017,0:45:18,3,17,3,3,1
17/04/2017,1:20:34,5,10,3,7,2
31/03/2018,1:13:56,8,24,3,6,5
10/10/2017,1:20:38,4,15,2,4,1
31/01/2018,0:40:22,2,17,1,7,4
13/02/2018,1:18:00,6,24,1,5,5
26/07/2017,1:08:13,1,8,3,6,4
30/04/2017,0:25:37,8,5,1,5,2
28/02/2018,0:55:03,2,12,2,8,4
29/08/2017,0:00:19,2,21,2,8,1
01/09/2017,0:57:12,8,24,3,5,6
17/05/2017,0:41:13,2,9,2,4,3
17/02/2018,0:02:04,2,23,3,2,6
02/06/2017,0:50:48,5,2,1,1,2
08/05/2017,0:35:58,1,15,2,1,2
26/05/2017,0:18:46,8,21,2,5,1
08/05/2017,0:16:07,1,21,2,3,3
06/01/2018,0:34:58,5,23,1,8,6
17/10/2017,1:08:40,4,5,3,1,3
05/02/2018,0:07:10,8,13,2,8,5
06/12/2017,0:08:42,5,6,1,6,6
05/05/2017,1:27:34,5,19,1,2,1
04/01/2018,0:06:02,3,3,3,2,6
02/01/2018,0:31:10,7,16,3,3,2
18/07/2017,0:14:45,1,13,1,5,2
07/08/2017,0:46:27,3,23,3,4,4
15/04/2017,0:51:12,3,4,1,2,4
03/04/2018,1:27:19,1,8,3,6,4
09/02/2018,0:13:54,1,14,2,4,4
22/12/2017,0:23:25,5,7,2,2,4
27/11/2017,1:17:56,1,24,3,4,5
11/02/2018,1:02:11,1,19,3,5,3
26/08/2017,0:31:13,1,10,2,5,5
29/07/2017,0:42:57,7,3,3,3,6
27/09/2017,0:55:56,6,17,1,1,3
16/09/2017,0:24:01,7,14,2,6,3
20/11/2017,1:08:06,2,3,1,5,2
29/03/2018,1:02:55,3,3,2,6,4
03/07/2017,0:25:35,5,2,3,7,6
28/05/2017,0:23:00,4,23,1,7,2
