Data_captura,Hora_captura,Codigo_jogo,Codigo_jogador,Tipo_AEEJ,Codigo_AEEJ,Codigo_expressao
10/10/2017,18:39:06,6,6,1,1,4
19/09/2017,7:41:10,5,14,3,3,3
20/08/2017,21:38:01,5,4,2,7,1
06/10/2017,18:53:08,1,2,1,5,1
30/10/2017,18:07:16,6,6,1,2,6
18/05/2017,18:28:27,5,23,3,2,4
06/09/2017,15:33:37,1,16,1,3,5
13/12/2017,8:54:18,2,19,1,6,2
24/03/2018,22:46:54,3,12,2,5,1
10/10/2017,16:41:30,4,8,3,3,5
19/11/2017,18:10:13,6,14,3,8,5
24/06/2017,12:37:16,5,24,1,5,5
02/06/2017,1:36:48,2,12,3,5,5
24/03/2018,19:15:37,5,9,1,8,4
24/08/2017,12:35:51,6,18,2,6,4
01/09/2017,4:43:15,4,3,2,6,5
07/03/2018,20:56:35,8,8,1,7,2
09/02/2018,15:59:53,6,6,2,3,5
17/12/2017,20:11:09,3,12,1,7,2
25/09/2017,1:45:31,7,8,3,4,2
02/02/2018,4:44:54,2,16,3,4,1
14/05/2017,5:18:30,6,11,2,5,6
30/04/2017,17:33:35,6,10,2,5,2
12/05/2017,16:21:11,7,14,1,5,4
05/12/2017,3:08:57,2,16,1,1,6
27/07/2017,17:00:32,4,15,1,5,4
06/01/2018,3:57:04,5,19,3,1,4
08/08/2017,13:11:51,7,16,3,7,2
19/01/2018,22:38:00,8,7,3,7,5
03/07/2017,7:53:45,7,10,3,2,6
06/07/2017,14:45:49,5,11,2,1,2
17/09/2017,11:17:42,5,12,2,7,4
07/11/2017,9:50:13,6,17,3,1,4
15/08/2017,3:02:32,5,14,3,6,2
06/01/2018,14:13:32,1,9,3,8,4
25/02/2018,17:29:50,6,20,3,6,2
01/05/2017,1:01:34,6,11,2,4,2
11/01/2018,10:14:39,4,7,1,4,6
26/01/2018,16:55:49,6,14,3,6,4
20/05/2017,9:08:15,2,10,1,1,2
21/01/2018,9:18:50,5,24,3,5,1
20/01/2018,12:22:11,5,4,3,6,1
02/12/2017,12:49:48,4,9,3,6,5
30/05/2017,4:13:17,8,4,3,2,4
24/07/2017,20:58:05,1,9,3,4,6
15/05/2017,8:30:31,8,10,3,5,2
30/07/2017,1:22:57,7,24,1,3,1
25/03/2018,6:34:17,8,24,3,3,6
23/01/2018,3:55:04,5,19,1,1,3
23/09/2017,15:24:24,1,10,2,5,1
31/05/2017,18:38:01,8,15,1,5,5
30/07/2017,18:38:55,6,5,1,1,6
16/08/2017,13:48:35,7,24,3,6,3
26/11/2017,15:39:49,1,4,2,8,6
23/04/2017,17:49:39,4,8,2,3,4
05/11/2017,7:21:32,8,5,1,6,3
12/11/2017,15:19:39,7,13,2,3,5
21/06/2017,15:28:29,4,15,2,4,1
07/07/2017,10:10:52,6,7,3,4,4
14/11/2017,13:13:35,8,23,2,8,6
26/08/2017,17:44:24,1,18,2,4,6
21/05/2017,21:33:10,5,2,1,6,5
01/09/2017,12:44:33,2,6,2,3,6
18/12/2017,3:59:56,5,20,2,3,1
20/04/2017,10:40:39,8,8,1,7,5
03/05/2017,14:03:23,1,23,3,3,3
22/06/2017,4:20:46,7,4,2,7,5
15/02/2018,4:49:42,3,11,3,4,6
27/08/2017,12:24:48,6,12,2,4,1
10/11/2017,13:49:35,6,10,3,4,6
09/12/2017,0:55:58,1,6,2,5,4
24/12/2017,4:33:18,5,16,2,2,6
15/01/2018,11:49:27,5,17,3,3,6
11/04/2017,22:27:51,3,1,3,5,4
27/05/2017,11:19:50,3,22,2,4,5
14/12/2017,3:01:29,6,21,1,5,2
28/07/2017,19:07:30,8,20,3,4,3
09/08/2017,2:03:15,2,10,3,4,3
22/12/2017,14:34:22,7,6,1,8,3
12/09/2017,19:09:57,5,19,2,4,3
18/10/2017,20:27:56,8,3,2,2,1
04/06/2017,18:11:47,8,6,3,4,2
10/12/2017,20:16:45,1,8,1,2,4
05/11/2017,5:01:58,2,18,3,2,1
11/12/2017,6:59:34,6,6,1,2,6
14/12/2017,21:08:47,4,3,1,4,4
09/12/2017,21:42:11,6,17,1,5,5
12/01/2018,10:35:17,5,7,3,5,4
14/05/2017,4:33:39,7,2,1,4,4
21/08/2017,16:31:03,5,6,1,1,4
28/06/2017,14:35:19,8,9,1,5,1
13/08/2017,0:24:31,1,14,2,7,3
30/09/2017,8:46:13,7,4,2,3,4
21/11/2017,4:26:31,7,12,3,5,1
29/01/2018,6:17:00,6,15,2,3,3
24/04/2017,23:42:09,8,2,1,1,6
21/03/2018,14:29:50,6,6,3,2,3
22/11/2017,1:53:24,7,13,1,3,3
20/10/2017,0:39:36,1,4,3,4,3
11/09/2017,0:56:35,5,17,3,1,4
21/07/2017,3:41:04,2,16,2,6,2
28/10/2017,1:46:51,3,10,3,2,4
27/06/2017,1:40:26,6,15,2,8,2
23/10/2017,17:57:13,6,3,3,5,6
19/09/2017,8:56:03,6,7,2,7,1
06/09/2017,6:30:20,8,14,2,8,6
25/05/2017,0:37:27,2,2,3,6,4
08/07/2017,3:55:22,8,19,3,8,5
31/03/2018,10:40:47,3,10,2,1,4
27/05/2017,6:11:08,6,7,3,2,4
16/09/2017,13:14:10,6,16,3,8,3
14/02/2018,12:20:30,7,17,1,6,3
21/07/2017,19:51:57,7,3,1,7,5
28/02/2018,22:36:10,7,2,3,5,5
07/03/2018,13:27:11,7,18,3,2,4
22/09/2017,22:02:50,5,10,2,5,5
10/03/2018,2:52:46,4,21,3,4,6
25/11/2017,23:38:52,5,23,2,8,5
04/01/2018,11:36:06,3,4,3,5,5
28/10/2017,17:57:11,8,21,1,3,3
08/09/2017,5:42:36,6,9,3,7,6
14/01/2018,3:18:26,6,13,1,8,3
16/05/2017,21:12:39,4,5,1,4,4
12/08/2017,5:21:30,8,19,3,6,4
27/03/2018,5:32:30,3,1,2,7,6
24/11/2017,9:59:21,6,24,3,2,6
30/07/2017,2:42:33,1,20,2,7,3
02/06/2017,15:46:05,2,18,2,4,6
03/01/2018,8:19:58,2,13,1,1,5
06/08/2017,20:35:48,3,20,3,8,3
23/09/2017,23:54:25,1,10,2,2,1
30/12/2017,4:36:54,5,5,1,1,3
01/03/2018,22:48:45,8,24,1,4,3
13/01/2018,12:51:23,1,6,3,8,4
29/07/2017,1:36:05,2,2,1,6,6
25/01/2018,23:47:58,7,19,2,2,1
28/12/2017,14:41:36,1,8,3,6,2
08/09/2017,15:29:44,4,23,1,1,4
08/10/2017,18:49:46,6,23,2,5,3
26/11/2017,5:29:52,2,5,3,5,1
15/05/2017,17:25:02,5,10,3,3,5
16/10/2017,11:11:42,1,8,1,7,5
21/09/2017,19:38:00,4,2,2,8,6
04/05/2017,0:47:40,3,1,2,7,6
12/08/2017,17:50:51,1,21,3,8,1
29/09/2017,22:44:38,2,2,3,1,6
23/11/2017,0:36:24,3,17,2,2,3
28/10/2017,0:27:14,4,23,2,7,3
23/01/2018,23:12:50,2,3,1,3,2
18/04/2017,0:11:30,7,18,2,8,1
24/03/2018,14:53:17,6,24,2,7,4
03/08/2017,10:28:13,1,18,1,3,5
03/01/2018,20:35:17,5,2,3,2,2
29/12/2017,6:14:28,5,1,2,5,5
08/08/2017,19:21:30,4,18,3,1,3
01/10/2017,2:51:54,8,15,3,4,4
28/04/2017,16:20:50,2,19,3,7,3
01/02/2018,19:55:06,3,22,1,5,5
12/11/2017,3:43:06,7,14,3,8,5
21/09/2017,16:49:26,3,14,1,1,3
06/07/2017,2:40:55,7,16,2,6,4
02/12/2017,21:22:20,3,23,3,2,6
16/01/2018,9:33:27,2,9,1,4,5
09/11/2017,6:27:34,2,20,3,7,6
05/09/2017,11:47:00,8,7,3,8,3
01/09/2017,4:36:55,1,4,2,6,1
26/01/2018,17:07:33,5,4,2,8,6
09/04/2017,15:30:16,1,5,1,1,2
01/10/2017,20:41:38,5,5,1,1,6
26/10/2017,11:04:41,3,14,2,8,3
23/11/2017,3:09:49,2,21,2,7,5
15/03/2018,7:14:09,2,15,3,3,4
12/03/2018,10:33:39,7,14,2,7,1
14/06/2017,17:56:09,4,4,3,5,1
25/01/2018,3:08:01,7,2,3,6,3
28/10/2017,11:23:31,2,10,1,7,6
18/12/2017,9:50:27,2,14,3,6,3
21/09/2017,1:05:23,1,9,2,1,6
29/12/2017,22:21:36,7,5,2,5,1
17/06/2017,19:47:56,1,14,1,3,1
06/09/2017,8:29:47,2,15,2,7,2
16/11/2017,19:56:49,8,5,3,3,5
30/12/2017,12:26:58,1,16,3,1,3
13/09/2017,8:50:29,4,14,2,1,4
07/06/2017,13:57:47,2,1,1,3,3
25/12/2017,5:24:51,4,23,1,5,1
15/10/2017,2:36:50,8,23,1,3,3
12/07/2017,12:05:33,6,17,3,8,1
04/05/2017,15:26:00,6,1,3,7,3
13/11/2017,17:23:25,3,22,1,2,5
31/03/2018,10:01:17,5,6,3,1,3
25/07/2017,11:21:33,2,1,3,6,6
17/05/2017,0:42:14,4,19,1,6,4
11/02/2018,6:11:21,1,23,2,2,6
22/09/2017,12:11:34,3,13,1,4,2
14/07/2017,18:20:36,3,6,1,8,6
08/11/2017,6:42:02,6,23,2,7,1
05/10/2017,8:14:55,3,5,1,8,2
21/06/2017,18:15:47,4,14,2,2,4
05/01/2018,16:52:10,5,3,2,1,1
19/02/2018,12:04:17,1,7,2,4,6
31/08/2017,12:11:24,7,3,3,8,1
06/10/2017,10:11:26,2,2,1,8,2
25/12/2017,7:06:46,5,1,1,4,3
01/11/2017,1:20:39,7,5,1,2,1
10/05/2017,15:27:32,4,19,1,6,4
17/06/2017,23:48:51,6,8,1,8,6
21/07/2017,0:57:03,3,14,1,4,6
22/05/2017,8:58:21,7,7,1,2,4
27/10/2017,15:03:07,2,1,3,8,1
25/10/2017,11:28:18,1,13,3,3,5
11/11/2017,17:38:43,3,24,3,4,3
20/03/2018,7:15:20,1,7,1,6,4
17/12/2017,0:54:19,5,17,1,8,6
29/07/2017,7:16:55,1,16,1,2,3
21/12/2017,12:29:46,4,12,3,2,2
13/03/2018,2:05:01,2,2,3,6,2
25/08/2017,11:27:20,7,23,3,6,6
08/07/2017,22:46:21,8,9,3,6,4
18/04/2017,1:35:24,4,9,2,6,1
27/02/2018,0:10:24,4,14,1,2,6
18/06/2017,2:02:35,3,5,2,3,2
24/09/2017,14:14:25,1,4,3,7,2
04/02/2018,22:10:59,3,16,2,6,6
14/05/2017,2:41:44,7,21,1,8,2
09/06/2017,13:49:25,6,11,2,8,4
27/07/2017,7:34:32,4,24,1,8,3
01/06/2017,14:22:59,8,6,1,4,5
20/08/2017,6:16:49,5,5,3,4,1
24/08/2017,16:48:11,7,8,2,7,4
17/12/2017,15:09:23,4,11,3,5,4
13/01/2018,7:39:58,6,20,1,7,6
15/03/2018,20:27:00,8,15,2,1,2
03/11/2017,7:23:55,7,9,1,3,5
04/09/2017,3:46:44,7,3,1,5,6
16/11/2017,5:19:23,8,2,1,4,2
19/10/2017,13:55:46,3,5,1,2,4
27/02/2018,17:09:46,7,15,1,7,4
14/12/2017,21:16:55,3,18,1,1,3
19/03/2018,11:44:48,1,21,1,7,4
14/06/2017,17:37:47,7,2,3,4,6
28/12/2017,8:07:34,1,7,1,2,1
10/07/2017,13:27:17,7,5,3,5,5
27/12/2017,4:45:02,6,24,2,4,5
19/07/2017,7:28:38,7,15,3,3,3
05/10/2017,10:40:48,8,12,2,6,3
25/11/2017,19:09:04,6,13,2,3,1
13/07/2017,14:05:54,1,3,3,7,4
17/05/2017,11:22:30,1,2,1,2,3
19/05/2017,16:15:19,4,8,1,6,1
06/06/2017,1:28:58,1,23,1,5,2
15/11/2017,1:12:33,7,3,2,7,5
05/04/2017,16:52:15,1,2,3,8,3
17/06/2017,22:19:29,4,15,3,7,5
03/07/2017,12:49:26,4,13,1,1,6
01/04/2018,5:35:25,8,8,1,7,5
08/06/2017,12:42:59,8,8,1,8,3
07/03/2018,11:10:35,6,8,2,4,4
22/04/2017,22:05:08,8,23,1,8,5
29/10/2017,15:40:21,8,18,2,6,1
31/07/2017,5:33:57,6,6,3,3,3
20/09/2017,17:24:16,1,4,2,4,4
21/02/2018,16:08:35,5,15,2,1,6
28/04/2017,18:55:41,1,12,3,7,3
13/11/2017,20:17:16,8,17,2,6,1
12/04/2017,1:25:04,1,9,3,1,6
04/10/2017,11:50:57,7,7,3,7,6
07/01/2018,8:19:25,2,13,1,1,6
15/01/2018,10:37:05,4,14,3,4,3
22/04/2017,22:34:02,5,4,3,5,3
10/03/2018,12:06:32,2,13,3,5,2
15/10/2017,15:07:01,1,1,2,5,2
07/10/2017,17:37:20,5,17,3,8,4
02/02/2018,11:10:48,4,8,3,5,4
23/10/2017,3:18:07,7,10,3,6,6
27/08/2017,6:21:28,2,18,3,5,4
05/02/2018,1:21:14,7,19,3,4,3
03/10/2017,21:10:15,5,18,3,4,5
07/01/2018,4:18:21,7,24,3,4,1
12/05/2017,18:19:45,4,14,3,8,6
26/04/2017,23:41:38,8,12,1,7,1
15/06/2017,11:57:50,7,15,2,8,5
14/04/2017,1:47:43,6,8,3,3,1
07/11/2017,3:00:11,3,14,3,7,6
09/05/2017,9:19:09,1,15,3,2,2
01/09/2017,16:21:57,8,14,2,7,5
30/07/2017,10:51:35,8,7,3,5,6
09/05/2017,3:19:44,8,7,1,7,6
12/06/2017,19:50:19,6,14,2,8,6
31/03/2018,10:30:25,4,8,1,2,5
04/05/2017,10:10:00,5,15,2,7,5
08/07/2017,7:59:06,6,16,2,4,2
02/06/2017,6:37:48,3,7,1,6,5
04/01/2018,1:37:19,5,13,3,5,4
18/10/2017,21:08:16,5,15,3,1,6
19/03/2018,23:37:14,4,4,3,8,3
28/05/2017,1:18:52,5,14,1,8,1
15/06/2017,16:47:20,2,11,2,6,2
26/11/2017,17:20:37,7,10,1,2,1
13/11/2017,11:10:47,3,9,2,1,1
12/04/2017,19:44:25,7,3,2,4,2
16/10/2017,1:14:39,6,18,3,6,2
20/08/2017,7:50:35,7,4,3,6,6
17/12/2017,10:23:32,1,21,3,5,3
31/10/2017,12:16:33,4,24,1,2,2
10/05/2017,19:29:33,4,1,2,6,2
17/08/2017,6:45:08,8,16,1,7,6
24/03/2018,0:43:37,4,6,3,8,6
30/05/2017,19:47:04,4,6,2,2,3
17/09/2017,18:27:57,6,1,2,4,2
30/06/2017,16:37:10,3,3,1,6,2
06/03/2018,15:43:23,4,4,3,4,6
12/02/2018,11:43:02,7,7,1,1,4
26/05/2017,9:16:27,5,7,3,5,3
22/03/2018,17:06:47,2,11,2,1,4
27/10/2017,23:09:06,6,16,2,3,4
29/10/2017,4:17:50,1,2,3,7,6
22/02/2018,18:07:50,5,22,3,5,6
14/06/2017,8:09:02,2,10,3,6,5
19/11/2017,4:42:15,6,19,1,3,6
23/12/2017,16:39:15,5,8,1,4,2
04/03/2018,11:55:20,3,15,3,7,3
13/10/2017,10:41:30,3,6,2,4,4
27/01/2018,3:33:09,3,23,1,8,4
13/04/2017,14:17:23,6,24,2,5,1
28/11/2017,17:35:25,3,23,3,7,6
01/12/2017,4:40:39,8,24,3,5,2
28/05/2017,16:37:27,7,3,3,4,3
25/10/2017,15:56:45,1,22,1,1,4
12/09/2017,16:54:14,1,23,2,6,5
17/07/2017,12:12:59,2,6,1,5,3
15/03/2018,3:56:40,7,5,1,6,6
03/04/2018,10:03:24,4,9,3,5,2
16/02/2018,3:29:14,3,22,3,1,3
21/12/2017,3:18:26,2,20,2,7,3
19/12/2017,13:08:37,2,19,3,2,1
31/05/2017,14:22:30,6,9,1,3,1
16/11/2017,11:19:46,5,1,1,6,6
22/04/2017,14:40:12,5,6,3,1,1
11/01/2018,21:03:21,1,4,2,3,2
11/01/2018,2:07:26,7,16,2,5,4
25/04/2017,15:35:35,3,10,3,1,3
05/03/2018,18:15:54,5,7,1,7,6
19/01/2018,2:00:43,1,6,2,8,1
04/11/2017,14:16:28,8,21,3,1,2
29/08/2017,15:22:30,2,23,2,3,1
01/07/2017,4:40:56,3,5,3,4,6
29/09/2017,23:00:59,5,14,3,8,4
24/05/2017,6:42:13,1,22,2,5,4
27/01/2018,22:14:32,5,23,1,7,2
04/04/2017,15:47:39,1,14,3,4,3
30/07/2017,12:40:47,4,22,3,6,4
17/02/2018,0:56:37,6,6,2,6,2
22/11/2017,4:50:34,7,18,3,1,3
26/04/2017,10:45:50,7,8,1,7,1
27/01/2018,10:38:45,7,4,1,5,5
17/02/2018,6:32:39,7,20,3,7,3
09/02/2018,18:25:35,2,8,2,1,1
03/11/2017,10:55:18,4,13,3,6,2
13/10/2017,22:25:34,3,4,2,4,3
04/03/2018,10:51:27,5,23,1,8,5
22/08/2017,9:58:32,5,21,3,8,4
17/01/2018,16:31:43,1,5,2,2,4
22/06/2017,3:28:15,6,11,2,7,3
29/03/2018,6:56:59,2,2,3,5,4
23/04/2017,16:59:30,8,19,3,8,3
07/11/2017,17:17:55,8,20,1,5,1
23/07/2017,23:13:51,5,15,1,4,1
23/01/2018,3:50:06,4,20,3,1,1
23/01/2018,2:46:56,7,15,1,6,2
19/10/2017,0:58:20,3,10,3,1,6
06/05/2017,23:22:27,1,5,2,3,1
08/08/2017,3:24:07,2,8,1,1,2
26/02/2018,0:18:24,3,23,3,4,1
27/04/2017,7:45:48,8,19,1,5,4
23/11/2017,3:41:48,4,4,1,8,6
10/05/2017,21:03:42,5,10,1,5,3
12/12/2017,3:33:15,2,18,2,6,1
08/02/2018,6:22:26,7,10,3,7,5
24/04/2017,15:59:43,2,11,2,1,6
13/10/2017,13:40:16,5,3,2,5,2
15/04/2017,0:44:34,5,12,2,7,5
09/10/2017,0:31:52,6,21,2,6,2
24/02/2018,21:38:58,1,3,3,7,2
07/03/2018,13:15:40,7,1,2,7,4
12/09/2017,22:35:59,7,11,2,3,1
04/05/2017,21:11:27,7,10,1,4,1
09/08/2017,10:58:06,7,22,2,2,3
10/04/2017,15:22:55,6,22,3,6,6
09/11/2017,16:25:43,8,7,3,5,3
07/10/2017,14:33:26,8,8,3,1,5
11/11/2017,18:27:47,4,15,2,6,1
28/07/2017,3:51:17,4,13,3,3,1
16/04/2017,5:10:02,7,15,2,5,4
06/11/2017,9:48:21,4,5,1,6,2
16/04/2017,22:21:56,4,13,2,8,3
02/11/2017,12:25:28,2,12,1,8,5
08/10/2017,0:04:13,3,2,2,8,1
15/05/2017,0:05:48,8,1,2,3,2
15/12/2017,16:52:20,8,22,1,8,2
27/06/2017,0:40:49,1,16,3,1,1
17/03/2018,7:29:27,3,6,2,3,1
04/05/2017,20:39:49,5,11,2,6,4
02/07/2017,3:37:40,4,19,1,2,2
14/06/2017,22:13:22,4,12,2,6,6
09/11/2017,21:09:57,7,5,2,6,4
23/02/2018,20:58:45,2,10,2,6,1
21/07/2017,15:03:18,3,4,1,3,3
15/09/2017,18:59:44,5,2,2,2,3
03/08/2017,23:49:36,7,14,1,7,3
15/02/2018,21:21:56,7,6,3,1,5
25/11/2017,17:08:47,7,13,2,3,4
03/11/2017,10:00:59,3,12,3,8,4
17/03/2018,17:55:26,4,20,2,5,4
13/09/2017,7:17:24,3,11,2,2,2
11/08/2017,7:19:50,3,13,3,4,3
21/03/2018,17:00:06,6,13,2,3,2
26/12/2017,3:49:01,5,2,2,7,6
30/06/2017,12:34:10,1,12,1,3,2
20/10/2017,13:30:28,7,23,2,6,6
27/10/2017,17:57:35,2,1,1,4,2
17/02/2018,15:43:41,5,5,3,7,2
06/04/2017,12:27:09,2,2,2,4,3
06/02/2018,5:07:35,1,19,2,7,4
27/09/2017,16:21:33,7,5,3,2,1
04/10/2017,22:32:47,6,3,2,5,4
09/01/2018,18:52:06,7,10,1,3,6
20/12/2017,16:54:30,3,21,3,6,1
28/10/2017,19:38:15,3,15,2,2,5
11/11/2017,2:50:18,2,5,1,5,6
01/12/2017,16:14:31,4,16,3,7,4
27/11/2017,14:25:56,6,24,1,3,5
19/04/2017,7:12:20,6,19,2,6,1
15/03/2018,22:00:59,3,24,2,3,3
09/07/2017,12:50:03,8,4,2,7,2
22/09/2017,18:02:20,8,10,2,6,1
04/04/2017,2:20:54,1,8,2,8,2
28/08/2017,20:53:46,5,6,2,5,4
06/05/2017,7:12:30,7,16,3,8,1
04/08/2017,0:20:06,3,9,3,6,6
18/01/2018,22:00:03,4,6,1,3,2
08/06/2017,13:14:55,7,11,1,7,2
19/03/2018,10:13:31,5,19,1,7,2
07/05/2017,5:10:49,7,24,1,5,5
24/11/2017,0:03:45,1,7,1,4,2
27/12/2017,7:28:08,8,18,1,6,6
23/10/2017,3:02:04,3,1,2,2,4
22/10/2017,22:36:28,1,23,3,1,3
06/03/2018,10:42:58,4,14,3,7,5
02/12/2017,19:14:21,5,19,1,6,1
30/07/2017,13:40:39,6,6,1,8,5
24/07/2017,13:09:34,3,19,1,6,4
28/05/2017,19:20:55,8,15,1,5,6
11/07/2017,21:12:31,1,21,2,1,6
23/02/2018,21:23:01,6,23,1,4,4
07/01/2018,19:36:44,4,19,1,7,3
24/06/2017,12:20:12,1,21,3,4,5
03/12/2017,23:31:09,2,2,2,4,6
26/08/2017,12:23:22,2,2,2,1,3
29/12/2017,15:22:27,6,7,2,3,6
30/04/2017,13:50:38,1,21,1,3,5
10/10/2017,17:29:09,1,23,1,5,1
24/04/2017,12:48:34,8,20,1,4,6
05/02/2018,19:41:06,4,19,1,8,1
12/01/2018,15:43:55,6,23,3,2,3
04/09/2017,6:02:41,8,2,2,6,5
23/08/2017,17:37:20,3,11,1,8,1
17/01/2018,12:40:17,4,18,2,6,4
09/02/2018,4:58:23,3,23,3,2,3
15/09/2017,18:13:09,2,15,2,6,5
27/03/2018,20:27:29,1,11,2,3,5
14/05/2017,13:53:05,8,12,2,2,6
06/08/2017,6:08:39,5,16,1,8,1
09/03/2018,9:20:19,3,4,1,4,4
04/10/2017,13:45:21,2,21,3,2,5
15/05/2017,6:59:19,6,15,2,6,6
22/01/2018,21:32:00,3,17,2,2,1
03/04/2018,15:12:05,4,9,1,4,1
02/10/2017,15:10:12,7,17,2,3,6
08/12/2017,17:22:40,6,19,2,2,1
31/01/2018,23:03:20,6,20,2,1,2
26/05/2017,0:14:17,5,11,3,5,4
08/12/2017,13:19:46,4,12,1,8,4
11/01/2018,16:51:11,6,15,1,4,4
15/12/2017,9:18:26,5,3,3,6,4
29/11/2017,15:09:17,5,20,1,8,4
28/10/2017,3:32:12,5,4,1,4,5
01/10/2017,23:40:59,1,9,2,4,5
02/12/2017,19:30:19,6,8,1,8,3
16/11/2017,15:03:29,7,13,3,3,2
11/07/2017,0:20:46,4,13,2,2,6
17/01/2018,2:58:04,1,20,2,1,1
12/01/2018,1:05:19,7,5,3,7,4
04/01/2018,6:32:24,8,20,2,7,2
30/01/2018,12:34:47,1,3,1,1,5
10/02/2018,15:14:55,4,14,3,7,5
28/02/2018,9:26:15,2,18,1,6,5
20/09/2017,12:50:34,1,5,2,6,5
16/04/2017,18:43:43,8,1,3,2,3
19/06/2017,14:09:10,3,5,1,5,1
14/04/2017,19:01:46,8,6,3,7,1
01/05/2017,11:30:24,6,18,1,6,6
28/01/2018,4:08:07,3,19,2,1,1
18/11/2017,10:03:35,6,12,1,3,2
05/10/2017,16:35:51,7,18,3,5,4
